"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","ALLIANCE AUTOS","49527127200017","SIRET","2020PATR32100","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","70277.53","AEF285FCBFDD87B6C1948699BC77FEC8"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","ALLIANCE AUTOS","49527127200017","SIRET","2020PATR32200","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","70277.53","AF336DB5BCE82077A661C04284FB1D14"
"Procédure adaptée","42000","SAINt-Etienne","Marché","45233140","3","24420077000117","Saint-Etienne Métropole","2020-03-10","eurovia","31797591000223","SIRET","2020VO10300","Marché","Révisable","2020-3-2","Aménagement de l'esplanade Ouest de Montplaisir et reprise de la chaussée du Carrefour des rues Richelandière/Terrenoire à Saint-Etienne.","287785.37","AF34094792A0DCC8BCB307256BC1A1D9"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","ALLIANCE AUTOS","49527127200017","SIRET","2020PATR32300","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","70277.53","AF3E46F0CA28BC195067C7B31D2F8EAD"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","ALLIANCE AUTOS","49527127200017","SIRET","2020PATR32400","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","70277.53","AF44F41DE69BE3FBE14BB8BDDD3806B2"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","AUTO CONTROLE BALAY","41817456100021","SIRET","2020PATR32500","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","552.94","AF4A527AA968914D9F0B4E930E64D8AD"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","AUTO CONTROLE BALAY","41817456100021","SIRET","2020PATR32600","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","552.94","AF51D3C402AF1DEAB558973CD1CC57C4"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","AUTO CONTROLE BALAY","41817456100021","SIRET","2020PATR32700","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","552.94","AF59342FAA022CE4BA75ADE8DBC9B298"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","AUTO CONTROLE BALAY","41817456100021","SIRET","2020PATR32800","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","552.94","AF619AB9CBCEF1A73239397BB15583E1"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","CARROSSERIE DARAGON","39481651600014","SIRET","2020PATR32900","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","63342.80","AF6829FFB1FA4DE1F201F84D0C8E2A7C"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50112110","12","24420077000117","Saint-Etienne Métropole","2020-12-23","AYME ET FILS SAS","72262011900031","SIRET","2020PATR33000","Marché","Révisable","2020-12-22","Entretien, réparations, contrôles techniques, carrosserie et pneumatiques des véhicules de Saint-Etienne Métropole","324.94","AF6EE35B97938E706B701D75BE827432"
"Procédure adaptée","42000","Boulevard de Fraissinette entre les rues Schweitzer et Métare. 42000 SAINT ETIENNE","Marché","45233140","7","24420077000117","Saint-Etienne Métropole","2020-03-10","eurovia","31797591000223","SIRET","2020VO10600","Marché","Révisable","2020-3-9","TRAVAUX AMÉNAGEMENT DU BOULEVARD FRAISSINETTE TRONÇON SCHWEITZER-GAMBON ET TRONÇON GAMBON-METARE.","794073.56","AF7F1362B69C12C785D3602E9739EEE8"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","79800000","12","24420077000117","Saint-Etienne Métropole","2020-03-10","Sas Publitex","30530478400047","SIRET","2020COMM10000","Marché","Révisable","2020-3-9","IMPRESSION D'AFFICHES PUBLICITAIRES POUR SAINT-ETIENNE MÉTROPOLE - LOT N°3.","70000.00","AFA25104BEBF40172FA4BAAC41661B14"
"Procédure adaptée","42740","DOIZIEUX","Accord-cadre","90733100","96","24420077000117","Saint-Etienne Métropole","2020-03-10","Axis Conseil Rhône-Alpes","53018387000043","SIRET","2020EP10100","Marché","Révisable","2020-3-9","Mission de coordination pour l'autorisation d'utiliser l'eau pour la consommation humaine et l'instauration des périmètres de protection autour du barrage du Dorlay - Procédure restreinte","80000.00","B030E794EF342C10BBFFFC1195FDC953"
"Procédure adaptée","42000","Territoire de Saint Etienne Métropole","Accord-cadre","44212321","12","24420077000117","Saint-Etienne Métropole","2020-04-29","js concept","41220950400023","SIRET","2020TM13700","Marché","Révisable","2020-4-27","Fourniture, installation et pose d'abris de voyageurs ne pouvant pas être utilisés par le titulaire à des fins publicitaires","435000.00","B03A8AA4F7A3111078C1E4F293DD0512"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","44161200","12","24420077000117","Saint-Etienne Métropole","2020-03-23","SPTP","42431466400022","SIRET","2020SEM8500","Marché","Révisable","2020-03-11","Accord-cadre multi attributaire de travaux de réseaux humides compris entre 50 000 et 200 000 euros HT.","51803.30","B044E1D9D8D41FA3C5F29B6BB44F5F92"
"Procédure adaptée","42800","Rue du Château de Bélize 42800 RIVE DE GIER","Marché","45233000","3","24420077000117","Saint-Etienne Métropole","2020-03-10","eurovia","31797591000223","SIRET","2020ACT12000","Marché","Ferme et actualisable","2020-3-10","Création d'une voirie Rue du Château de Bélize à Rive de Gier.","243295.00","B0624C89DD723EAE3F7835C74860F773"
"Procédure adaptée","42330","La Zone d'Activités Lapra  42330  Saint-Bonnet-les-Oules.","Marché","71241000","24","24420077000117","Saint-Etienne Métropole","2020-12-28","SEITT","37809865100037","SIRET","2020DCAF37000","Marché","Révisable","2020-12-28","Maîtrise d'oeuvre pour l'aménagement de l'extension de la Zone d'Activités Lapra","47425.00","B0DE8D2305C13A24334F204A9EF340F9"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint-Etienne Métropole","2021-02-01","SOCOTEC ENVIRONNEMENT","83409649700062","SIRET","2021ASRI0800","Marché","Révisable","2021-02-01","Contrôle annuel des dispositifs d'auto surveillance sur les réseaux d'assainissement et les stations de traitement d'eaux usées sur le territoire de Saint-Etienne Métropole","95000.00","B1E0A77AE683A3A4D264DA027848F8CE"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","18100000","12","24420077000117","Saint-Etienne Métropole","2021-03-03","TEX STYL' EVENT","53353196800030","SIRET","2021MAM4300","Marché","Révisable","2021-3-3","FOURNITURE DE TENUES POUR LE PERSONNEL DU MUSEE D'ART MODERNE DE SAINT-ETIENNE METROPOLE.","20000.00","B2366230A7BCE6BF0DB45FF016417AD4"
"Procédure adaptée","42160","Centre aquatique Nautiform 36 rue des Bullieux","Marché","45454100","1","24420077000117","Saint Etienne Métropole","2022-02-09","deribreux","49263887900055","SIRET","2022PATR4200","Marché","Ferme et actualisable","2022-02-08","Réfection de la façade du parvis du centre aquatique Nautiform à Andrézieux-Bouthéon","29550.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","18100000","12","24420077000117","Saint-Etienne Métropole","2021-03-03","TEX STYL' EVENT","53353196800030","SIRET","2021MAM4400","Marché","Révisable","2021-3-3","FOURNITURE DE TENUES POUR LE PERSONNEL DU MUSEE D'ART MODERNE DE SAINT-ETIENNE METROPOLE.","20000.00","B2556B4CD9E47D2430D6332D6AD5B087"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","80530000","12","24420077000117","Saint-Etienne Métropole","2020-03-10","SOCOTEC Formation","83409674500049","SIRET","2020RH5300","Marché","Révisable","2020-3-9","Formations relatives à la conduite de véhicules et à la sécurité  hors champs des formations organisées par le CNFPT - Lot n°3 CATEC.","5898.00","B2685A17BDC035B2F30005B2E0B19660"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint-Etienne Métropole","2021-02-26","Veolia Eau - Cie Générale des Eaux","57202552600102","SIRET","2021ASRI4500","Marché","Révisable","2021-2-26","Réalisation de contrôles sur les installations d'assainissement non collectif","350000.00","B35A5460DFB41A822407F0FF37B4F82D"
"Procédure adaptée","42000","Territoire de Saint-Etienne Métropole 42000 SEM","Accord-cadre","71630000","12","24420077000117","Saint-Etienne Métropole","2020-09-30","CPEV - COMPTAGES PROJETS ETUDES VOIRIE","50471947700029","SIRET","2020VO26100","Marché","Révisable","2020-09-30","MISSIONS DE COMPTAGES, D'ANALYSE ET DE SIMULATIONS DYNAMIQUES.","70000.00","B3CFC74CE26EA923340C977ABAA6073E"
"Procédure adaptée","42152","L'Horme, La Grand Croix, Lorette et Rive de Gier","Accord-cadre","71335000","48","24420077000117","Saint-Etienne Métropole","2020-10-30","CABINET MERLIN","42863435600508","SIRET","2020ASRI27400","Marché","Révisable","2020-10-21","Etude diagnostique et modélisation des déversoirs d'orage des communes de L'Horme, La Grand Croix, Lorette et Rive de Gier","420000.00","B42658C7BC225C08FCF67C7B80B9A614"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71241000","9","24420077000117","Saint Etienne Métropole","2022-03-01","Cler ingénierie","39516589700046","SIRET","2022DD7400","Marché","Ferme et actualisable","2022-03-01","Etude de faisabilité pour la création d'un réseau de chaleur sur le secteur de Saint-Etienne SUD.","29075.0",""
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","45233140","12","24420077000117","Saint Etienne Métropole","2021-08-09","COLAS RHONE-ALPES AUVERGNE","32939379700066","SIRET","2021VO200A00","Marché","Révisable","2021-08-06","Travaux d'entretien et d'aménagement de voirie de moyenne et grande ampleur.","9000000.0",""
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","45233140","12","24420077000117","Saint Etienne Métropole","2021-08-09","eurovia","31797591000223","SIRET","2021VO200B00","Marché","Révisable","2021-08-06","Travaux d'entretien et d'aménagement de voirie de moyenne et grande ampleur.","9000000.0",""
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","45233140","12","24420077000117","Saint Etienne Métropole","2021-08-09","EIFFAGE ROUTE CENTRE EST","39882711300141","SIRET","2021VO200C00","Marché","Révisable","2021-08-09","Travaux d'entretien et d'aménagement de voirie de moyenne et grande ampleur.","9000000.0",""
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","45233140","12","24420077000117","Saint Etienne Métropole","2021-08-09","STAL TP LOIRE","96250299300042","SIRET","2021VO200D00","Marché","Révisable","2021-08-06","Travaux d'entretien et d'aménagement de voirie de moyenne et grande ampleur.","9000000.0",""
"Procédure adaptée","42000","Site de la Manufacture / Cité du Design à St-Etienne.Rue Javelin Pagnon","Accord-cadre","45111100","48","24420077000117","Saint Etienne Métropole","2022-03-02","CIDECO","82745619500011","SIRET","2022DCAF7200","Marché","Révisable","2022-03-02","Réalisation de sondages structurels - Cité du Design 2025.","120000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90922000","12","24420077000117","Saint-Etienne Métropole","2021-03-06","SANOPURE","80739701300010","SIRET","2021ASRI2800","Marché","Révisable","2021-2-18","DERATISATION DESINSECTISATION SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","69000.00","B7776B76E78E7788250D3F7470A8A1C8"
"Procédure adaptée","42160","Réservoir la Chapelle 42160 ANDREZIEUX BOUTHEON","Marché","71300000","24","24420077000117","Saint-Etienne Métropole","2020-09-30","CABINET MERLIN","42863435600508","SIRET","2020EP26200","Marché","Révisable","2020-9-16","Mission de Maîtrise d'oeuvre pour la réhabilitation du réservoir la chapelle  Commune d'Andrézieux-Bouthéon","23843.75","B792DD70F92A761C900A0198944C4342"
"Procédure adaptée","42320","Saint Christo en Jarez","Marché","71310000","12","24420077000117","Saint Etienne Métropole","2021-09-13","SEDIC","44371489400062","SIRET","2021ASRI22000","Marché","Révisable","2021-09-13","Maitrise d'oeuvre pour la reconstruction de la station d'épuration Borgia Maisonneuve et raccordement du hameau du Fayet sur la commune de Saint-Christo en Jarez.","26425.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71356200","28","24420077000117","Saint Etienne Métropole","2022-03-21","Aire Publique","44481543500086","SIRET","2022COMM4900","Marché","Révisable","2022-03-21","Assistance à maîtrise ouvrage pour la mise en place et animation une stratégie de concertation dans le cadre de  élaboration du PLUi de Saint-Étienne Métropole","79660.0",""
"Procédure adaptée","42000","Commune de Firminy et Commune de Saint-Etienne","Marché","90511000","6","24420077000117","Saint Etienne Métropole","2022-02-09","SCIC Compost'Ond","81286483300023","SIRET","2022DECH5100","Marché","Révisable","2022-02-09","COLLECTE ET TRAITEMENT DES DECHETS ALIMENTAIRES EN PORTE A PORTE ET POINT APPORT VOLONTAIRE EXPERIMENTATION AUPRES DE 2000 FOYERS DE SAINT-ETIENNE METROPOLE.","176867.86",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","79140000","12","24420077000117","Saint Etienne Métropole","2022-03-21","AXIO CONSEILS","83329328500015","SIRET","2022ESRI9300","Marché","Révisable","2022-03-21","PRESTATIONS DE CONSEILS EXTERNES DANS LES DOMAINES JURIDIQUES ET STRATEGIQUES POUR LES PORTEURS DE PROJET INNOVANT SUIVIS DANS LE DISPOSITIF MIND.","29000.0",""
"Procédure adaptée","42400","Site de l'ARENA SAINT-ETIENNE METROPOLE - Zone de la Varizelle - Site de Moulin-Combat","Marché","45112700","12","24420077000117","Saint Etienne Métropole","2022-02-09","Au Carré Vert","80066354400016","SIRET","2022DCAF3500","Marché","Ferme et actualisable","2022-02-09","ARENA SAINT-ETIENNE METROPOLE - TRAVAUX DE MISE EN OEUVRE DE MESURES COMPENSATOIRES ECOLOGIQUES","21400.0",""
"Procédure adaptée","42400","Site de l'ARENA SAINT-ETIENNE METROPOLE - Zone de la Varizelle - Site de Moulin-Combat","Marché","45112700","12","24420077000117","Saint Etienne Métropole","2022-02-09","Au Carré Vert","80066354400016","SIRET","2022DCAF3600","Marché","Ferme et actualisable","2022-02-09","ARENA SAINT-ETIENNE METROPOLE - TRAVAUX DE MISE EN OEUVRE DE MESURES COMPENSATOIRES ECOLOGIQUES","121947.5",""
"Procédure adaptée","42660","Barrages de l'Ondenon (Commune de la Ricamarie) et du Cotatay","Marché","50800000","2","24420077000117","Saint Etienne Métropole","2021-05-07","Altitude 26","88044509300029","SIRET","2021EP11800","Marché","Ferme","2021-05-06","Prestations par cordistes, dévégétalisation des parements avals en maçonnerie, débroussaillage des abords, petits entretien des maçonneries - Barrages de l'Ondenon et du Cotatay","10595.0",""
"Marché négocié sans publicité ni mise en concurrence préalable","42740","SAINT PAUL EN JAREZ","Marché","45111100","2","24420077000117","Saint-Etienne Métropole","2020-05-14","RIVORY SAS","73450132300012","SIRET","2020VO14700","Marché","Ferme et actualisable","2020-5-14","Démolition et construction d'un mur de soutènement situé 165 rue de la Plagne sur la commune de Saint-Paul en Jarez","15192.45","B9D79F7BAF461B72583B67FD5A192004"
"Procédure adaptée","42230","Saint Victor sur Loire","Marché","45252127","23","24420077000117","Saint-Etienne Métropole","2020-09-30","HYDREA","38907426100022","SIRET","2020ASRI25000","Marché","Révisable","2020-9-30","Marché de travaux pour la reconstruction de la station d'épuration ""Les Tourettes"" à Saint Victor sur Loire","2685290.00","B9E4443C9EA72039FF73A077B4383F57"
